rowId,family,status,ordinaryOrMeta,bucket,likelyOwningTask,representativeAssetOrRule,notes,sourceRcid,sourceLookupId,geometryType,tableName,ruleId,reasons
boylat|Point|Paper|2984|3063001,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNGEN61,only remaining degraded reason is missing repository-owned harness/reference evidence,3063001,2984,Point,Paper,s52_point_boylat_paper_rcid_3063001,scene_harness_not_covered
boylat|Point|Paper|2985|3063002,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNGEN60,only remaining degraded reason is missing repository-owned harness/reference evidence,3063002,2985,Point,Paper,s52_point_boylat_paper_rcid_3063002,scene_harness_not_covered
boylat|Point|Paper|2986|3063003,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNGEN65,only remaining degraded reason is missing repository-owned harness/reference evidence,3063003,2986,Point,Paper,s52_point_boylat_paper_rcid_3063003,scene_harness_not_covered
boylat|Point|Paper|2987|3063004,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNGEN64,only remaining degraded reason is missing repository-owned harness/reference evidence,3063004,2987,Point,Paper,s52_point_boylat_paper_rcid_3063004,scene_harness_not_covered
boylat|Point|Paper|2988|3063005,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCON67,only remaining degraded reason is missing repository-owned harness/reference evidence,3063005,2988,Point,Paper,s52_point_boylat_paper_rcid_3063005,scene_harness_not_covered
boylat|Point|Paper|2989|3063006,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCON66,only remaining degraded reason is missing repository-owned harness/reference evidence,3063006,2989,Point,Paper,s52_point_boylat_paper_rcid_3063006,scene_harness_not_covered
boylat|Point|Paper|2990|3063007,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCAN72,only remaining degraded reason is missing repository-owned harness/reference evidence,3063007,2990,Point,Paper,s52_point_boylat_paper_rcid_3063007,scene_harness_not_covered
boylat|Point|Paper|2999|3063016,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK83,only remaining degraded reason is missing repository-owned harness/reference evidence,3063016,2999,Point,Paper,s52_point_boylat_paper_rcid_3063016,scene_harness_not_covered
boylat|Point|Paper|3000|3063017,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK80,only remaining degraded reason is missing repository-owned harness/reference evidence,3063017,3000,Point,Paper,s52_point_boylat_paper_rcid_3063017,scene_harness_not_covered
boylat|Point|Paper|3005|3063022,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYBAR62,only remaining degraded reason is missing repository-owned harness/reference evidence,3063022,3005,Point,Paper,s52_point_boylat_paper_rcid_3063022,scene_harness_not_covered
boylat|Point|Paper|3006|3063023,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK78,only remaining degraded reason is missing repository-owned harness/reference evidence,3063023,3006,Point,Paper,s52_point_boylat_paper_rcid_3063023,scene_harness_not_covered
boylat|Point|Paper|3007|3063024,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,3063024,3007,Point,Paper,s52_point_boylat_paper_rcid_3063024,scene_harness_not_covered
boylat|Point|Paper|3008|3063025,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK79,only remaining degraded reason is missing repository-owned harness/reference evidence,3063025,3008,Point,Paper,s52_point_boylat_paper_rcid_3063025,scene_harness_not_covered
boylat|Point|Paper|3009|3063026,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYPIL60,only remaining degraded reason is missing repository-owned harness/reference evidence,3063026,3009,Point,Paper,s52_point_boylat_paper_rcid_3063026,scene_harness_not_covered
boylat|Point|Paper|3010|3063027,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYPIL61,only remaining degraded reason is missing repository-owned harness/reference evidence,3063027,3010,Point,Paper,s52_point_boylat_paper_rcid_3063027,scene_harness_not_covered
boylat|Point|Paper|3031|3063047,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK82,only remaining degraded reason is missing repository-owned harness/reference evidence,3063047,3031,Point,Paper,s52_point_boylat_paper_rcid_3063047,scene_harness_not_covered
boylat|Point|Paper|3036|3063052,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYSPH66,only remaining degraded reason is missing repository-owned harness/reference evidence,3063052,3036,Point,Paper,s52_point_boylat_paper_rcid_3063052,scene_harness_not_covered
boylat|Point|Paper|2563|30631,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCON01,only remaining degraded reason is missing repository-owned harness/reference evidence,30631,2563,Point,Paper,s52_point_boylat_paper_rcid_30631,scene_harness_not_covered
boylat|Point|Paper|2565|30633,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYSPH01,only remaining degraded reason is missing repository-owned harness/reference evidence,30633,2565,Point,Paper,s52_point_boylat_paper_rcid_30633,scene_harness_not_covered
boylat|Point|Paper|2566|30634,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYPIL01,only remaining degraded reason is missing repository-owned harness/reference evidence,30634,2566,Point,Paper,s52_point_boylat_paper_rcid_30634,scene_harness_not_covered
boylat|Point|Paper|2567|30635,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYSPR01,only remaining degraded reason is missing repository-owned harness/reference evidence,30635,2567,Point,Paper,s52_point_boylat_paper_rcid_30635,scene_harness_not_covered
boylat|Point|Paper|2568|30636,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYBAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,30636,2568,Point,Paper,s52_point_boylat_paper_rcid_30636,scene_harness_not_covered
boylat|Point|Paper|2569|30637,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYSUP01,only remaining degraded reason is missing repository-owned harness/reference evidence,30637,2569,Point,Paper,s52_point_boylat_paper_rcid_30637,scene_harness_not_covered
boylat|Point|Paper|2570|30638,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYSPR01,only remaining degraded reason is missing repository-owned harness/reference evidence,30638,2570,Point,Paper,s52_point_boylat_paper_rcid_30638,scene_harness_not_covered
boylat|Point|Paper|2571|30639,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYGEN03,only remaining degraded reason is missing repository-owned harness/reference evidence,30639,2571,Point,Paper,s52_point_boylat_paper_rcid_30639,scene_harness_not_covered
boylat|Point|Paper|2546|93813,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCON74,only remaining degraded reason is missing repository-owned harness/reference evidence,93813,2546,Point,Paper,s52_point_boylat_paper_rcid_93813,scene_harness_not_covered
boylat|Point|Paper|2547|93814,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCAN82,only remaining degraded reason is missing repository-owned harness/reference evidence,93814,2547,Point,Paper,s52_point_boylat_paper_rcid_93814,scene_harness_not_covered
boylat|Point|Paper|2548|93815,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCAN83,only remaining degraded reason is missing repository-owned harness/reference evidence,93815,2548,Point,Paper,s52_point_boylat_paper_rcid_93815,scene_harness_not_covered
boylat|Point|Simplified|1331|31383,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT24,only remaining degraded reason is missing repository-owned harness/reference evidence,31383,1331,Point,Simplified,s52_point_boylat_simplified_rcid_31383,scene_harness_not_covered
boylat|Point|Simplified|1332|31384,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT23,only remaining degraded reason is missing repository-owned harness/reference evidence,31384,1332,Point,Simplified,s52_point_boylat_simplified_rcid_31384,scene_harness_not_covered
boylat|Point|Simplified|1333|31385,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT14,only remaining degraded reason is missing repository-owned harness/reference evidence,31385,1333,Point,Simplified,s52_point_boylat_simplified_rcid_31385,scene_harness_not_covered
boylat|Point|Simplified|1334|31386,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT13,only remaining degraded reason is missing repository-owned harness/reference evidence,31386,1334,Point,Simplified,s52_point_boylat_simplified_rcid_31386,scene_harness_not_covered
boylat|Point|Simplified|1335|31387,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT25,only remaining degraded reason is missing repository-owned harness/reference evidence,31387,1335,Point,Simplified,s52_point_boylat_simplified_rcid_31387,scene_harness_not_covered
boylat|Point|Simplified|1336|31388,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT25,only remaining degraded reason is missing repository-owned harness/reference evidence,31388,1336,Point,Simplified,s52_point_boylat_simplified_rcid_31388,scene_harness_not_covered
boylat|Point|Simplified|1337|31389,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT26,only remaining degraded reason is missing repository-owned harness/reference evidence,31389,1337,Point,Simplified,s52_point_boylat_simplified_rcid_31389,scene_harness_not_covered
boylat|Point|Simplified|1338|31390,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT27,only remaining degraded reason is missing repository-owned harness/reference evidence,31390,1338,Point,Simplified,s52_point_boylat_simplified_rcid_31390,scene_harness_not_covered
boylat|Point|Simplified|1339|31391,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYSPP25,only remaining degraded reason is missing repository-owned harness/reference evidence,31391,1339,Point,Simplified,s52_point_boylat_simplified_rcid_31391,scene_harness_not_covered
boylat|Point|Simplified|1340|31392,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT24,only remaining degraded reason is missing repository-owned harness/reference evidence,31392,1340,Point,Simplified,s52_point_boylat_simplified_rcid_31392,scene_harness_not_covered
boylat|Point|Simplified|1341|31393,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT23,only remaining degraded reason is missing repository-owned harness/reference evidence,31393,1341,Point,Simplified,s52_point_boylat_simplified_rcid_31393,scene_harness_not_covered
boylat|Point|Simplified|1342|31394,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT14,only remaining degraded reason is missing repository-owned harness/reference evidence,31394,1342,Point,Simplified,s52_point_boylat_simplified_rcid_31394,scene_harness_not_covered
boylat|Point|Simplified|1343|31395,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT13,only remaining degraded reason is missing repository-owned harness/reference evidence,31395,1343,Point,Simplified,s52_point_boylat_simplified_rcid_31395,scene_harness_not_covered
boylat|Point|Simplified|1344|31396,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT24,only remaining degraded reason is missing repository-owned harness/reference evidence,31396,1344,Point,Simplified,s52_point_boylat_simplified_rcid_31396,scene_harness_not_covered
boylat|Point|Simplified|1345|31397,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYLAT13,only remaining degraded reason is missing repository-owned harness/reference evidence,31397,1345,Point,Simplified,s52_point_boylat_simplified_rcid_31397,scene_harness_not_covered
boylat|Point|Simplified|1346|31398,BOYLAT,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYDEF03,only remaining degraded reason is missing repository-owned harness/reference evidence,31398,1346,Point,Simplified,s52_point_boylat_simplified_rcid_31398,scene_harness_not_covered
boywtw|Point|Paper|3017|3063034,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCAN63,only remaining degraded reason is missing repository-owned harness/reference evidence,3063034,3017,Point,Paper,s52_point_boywtw_paper_rcid_3063034,scene_harness_not_covered
boywtw|Point|Paper|2573|30640,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCON67,only remaining degraded reason is missing repository-owned harness/reference evidence,30640,2573,Point,Paper,s52_point_boywtw_paper_rcid_30640,scene_harness_not_covered
boywtw|Point|Paper|2574|30641,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCAN72,only remaining degraded reason is missing repository-owned harness/reference evidence,30641,2574,Point,Paper,s52_point_boywtw_paper_rcid_30641,scene_harness_not_covered
boywtw|Point|Paper|2575|30642,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCON67,only remaining degraded reason is missing repository-owned harness/reference evidence,30642,2575,Point,Paper,s52_point_boywtw_paper_rcid_30642,scene_harness_not_covered
boywtw|Point|Paper|2576|30643,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCAN72,only remaining degraded reason is missing repository-owned harness/reference evidence,30643,2576,Point,Paper,s52_point_boywtw_paper_rcid_30643,scene_harness_not_covered
boywtw|Point|Paper|2577|30644,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCON67,only remaining degraded reason is missing repository-owned harness/reference evidence,30644,2577,Point,Paper,s52_point_boywtw_paper_rcid_30644,scene_harness_not_covered
boywtw|Point|Paper|2578|30645,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCAN72,only remaining degraded reason is missing repository-owned harness/reference evidence,30645,2578,Point,Paper,s52_point_boywtw_paper_rcid_30645,scene_harness_not_covered
boywtw|Point|Paper|2579|30646,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCON67,only remaining degraded reason is missing repository-owned harness/reference evidence,30646,2579,Point,Paper,s52_point_boywtw_paper_rcid_30646,scene_harness_not_covered
boywtw|Point|Paper|2580|30647,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCAN72,only remaining degraded reason is missing repository-owned harness/reference evidence,30647,2580,Point,Paper,s52_point_boywtw_paper_rcid_30647,scene_harness_not_covered
boywtw|Point|Paper|2581|30648,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCON67,only remaining degraded reason is missing repository-owned harness/reference evidence,30648,2581,Point,Paper,s52_point_boywtw_paper_rcid_30648,scene_harness_not_covered
boywtw|Point|Paper|2582|30649,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCAN72,only remaining degraded reason is missing repository-owned harness/reference evidence,30649,2582,Point,Paper,s52_point_boywtw_paper_rcid_30649,scene_harness_not_covered
boywtw|Point|Paper|2583|30650,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,30650,2583,Point,Paper,s52_point_boywtw_paper_rcid_30650,scene_harness_not_covered
boywtw|Point|Paper|2584|30651,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,30651,2584,Point,Paper,s52_point_boywtw_paper_rcid_30651,scene_harness_not_covered
boywtw|Point|Paper|2585|30652,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK78,only remaining degraded reason is missing repository-owned harness/reference evidence,30652,2585,Point,Paper,s52_point_boywtw_paper_rcid_30652,scene_harness_not_covered
boywtw|Point|Paper|2586|30653,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK78,only remaining degraded reason is missing repository-owned harness/reference evidence,30653,2586,Point,Paper,s52_point_boywtw_paper_rcid_30653,scene_harness_not_covered
boywtw|Point|Paper|2587|30654,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,30654,2587,Point,Paper,s52_point_boywtw_paper_rcid_30654,scene_harness_not_covered
boywtw|Point|Paper|2588|30655,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,30655,2588,Point,Paper,s52_point_boywtw_paper_rcid_30655,scene_harness_not_covered
boywtw|Point|Paper|2589|30656,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK78,only remaining degraded reason is missing repository-owned harness/reference evidence,30656,2589,Point,Paper,s52_point_boywtw_paper_rcid_30656,scene_harness_not_covered
boywtw|Point|Paper|2590|30657,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK78,only remaining degraded reason is missing repository-owned harness/reference evidence,30657,2590,Point,Paper,s52_point_boywtw_paper_rcid_30657,scene_harness_not_covered
boywtw|Point|Paper|2591|30658,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,30658,2591,Point,Paper,s52_point_boywtw_paper_rcid_30658,scene_harness_not_covered
boywtw|Point|Paper|2592|30659,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,30659,2592,Point,Paper,s52_point_boywtw_paper_rcid_30659,scene_harness_not_covered
boywtw|Point|Paper|2593|30660,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK78,only remaining degraded reason is missing repository-owned harness/reference evidence,30660,2593,Point,Paper,s52_point_boywtw_paper_rcid_30660,scene_harness_not_covered
boywtw|Point|Paper|2594|30661,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK78,only remaining degraded reason is missing repository-owned harness/reference evidence,30661,2594,Point,Paper,s52_point_boywtw_paper_rcid_30661,scene_harness_not_covered
boywtw|Point|Paper|2595|30662,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,30662,2595,Point,Paper,s52_point_boywtw_paper_rcid_30662,scene_harness_not_covered
boywtw|Point|Paper|2596|30663,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,30663,2596,Point,Paper,s52_point_boywtw_paper_rcid_30663,scene_harness_not_covered
boywtw|Point|Paper|2597|30664,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK78,only remaining degraded reason is missing repository-owned harness/reference evidence,30664,2597,Point,Paper,s52_point_boywtw_paper_rcid_30664,scene_harness_not_covered
boywtw|Point|Paper|2598|30665,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK78,only remaining degraded reason is missing repository-owned harness/reference evidence,30665,2598,Point,Paper,s52_point_boywtw_paper_rcid_30665,scene_harness_not_covered
boywtw|Point|Paper|2599|30666,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,30666,2599,Point,Paper,s52_point_boywtw_paper_rcid_30666,scene_harness_not_covered
boywtw|Point|Paper|2600|30667,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BCNSTK81,only remaining degraded reason is missing repository-owned harness/reference evidence,30667,2600,Point,Paper,s52_point_boywtw_paper_rcid_30667,scene_harness_not_covered
boywtw|Point|Paper|2601|30668,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT54,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,30668,2601,Point,Paper,s52_point_boywtw_paper_rcid_30668,compiler_missing_point_asset:BOYLAT54;scene_harness_not_covered
boywtw|Point|Paper|2602|30669,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT54,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,30669,2602,Point,Paper,s52_point_boywtw_paper_rcid_30669,compiler_missing_point_asset:BOYLAT54;scene_harness_not_covered
boywtw|Point|Paper|2603|30670,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT55,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,30670,2603,Point,Paper,s52_point_boywtw_paper_rcid_30670,compiler_missing_point_asset:BOYLAT55;scene_harness_not_covered
boywtw|Point|Paper|2604|30671,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT55,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,30671,2604,Point,Paper,s52_point_boywtw_paper_rcid_30671,compiler_missing_point_asset:BOYLAT55;scene_harness_not_covered
boywtw|Point|Paper|2605|30672,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT56,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,30672,2605,Point,Paper,s52_point_boywtw_paper_rcid_30672,compiler_missing_point_asset:BOYLAT56;scene_harness_not_covered
boywtw|Point|Paper|2606|30673,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT56,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,30673,2606,Point,Paper,s52_point_boywtw_paper_rcid_30673,compiler_missing_point_asset:BOYLAT56;scene_harness_not_covered
boywtw|Point|Paper|2607|30674,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT55,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,30674,2607,Point,Paper,s52_point_boywtw_paper_rcid_30674,compiler_missing_point_asset:BOYLAT55;scene_harness_not_covered
boywtw|Point|Paper|2608|30675,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT55,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,30675,2608,Point,Paper,s52_point_boywtw_paper_rcid_30675,compiler_missing_point_asset:BOYLAT55;scene_harness_not_covered
boywtw|Point|Paper|2610|30677,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCAN60,only remaining degraded reason is missing repository-owned harness/reference evidence,30677,2610,Point,Paper,s52_point_boywtw_paper_rcid_30677,scene_harness_not_covered
boywtw|Point|Paper|2611|30678,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYCON61,only remaining degraded reason is missing repository-owned harness/reference evidence,30678,2611,Point,Paper,s52_point_boywtw_paper_rcid_30678,scene_harness_not_covered
boywtw|Point|Paper|2609|30679,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYBAR62,only remaining degraded reason is missing repository-owned harness/reference evidence,30679,2609,Point,Paper,s52_point_boywtw_paper_rcid_30679,scene_harness_not_covered
boywtw|Point|Paper|2572|94013,BOYWTW,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BOYSPR65,only remaining degraded reason is missing repository-owned harness/reference evidence,94013,2572,Point,Paper,s52_point_boywtw_paper_rcid_94013,scene_harness_not_covered
boywtw|Point|Simplified|1347|31399,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT53,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,31399,1347,Point,Simplified,s52_point_boywtw_simplified_rcid_31399,compiler_missing_point_asset:BOYLAT53;scene_harness_not_covered
boywtw|Point|Simplified|1348|31400,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT52,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,31400,1348,Point,Simplified,s52_point_boywtw_simplified_rcid_31400,compiler_missing_point_asset:BOYLAT52;scene_harness_not_covered
boywtw|Point|Simplified|1349|31401,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT53,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,31401,1349,Point,Simplified,s52_point_boywtw_simplified_rcid_31401,compiler_missing_point_asset:BOYLAT53;scene_harness_not_covered
boywtw|Point|Simplified|1350|31402,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT52,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,31402,1350,Point,Simplified,s52_point_boywtw_simplified_rcid_31402,compiler_missing_point_asset:BOYLAT52;scene_harness_not_covered
boywtw|Point|Simplified|1351|31403,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT53,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,31403,1351,Point,Simplified,s52_point_boywtw_simplified_rcid_31403,compiler_missing_point_asset:BOYLAT53;scene_harness_not_covered
boywtw|Point|Simplified|1352|31404,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT52,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,31404,1352,Point,Simplified,s52_point_boywtw_simplified_rcid_31404,compiler_missing_point_asset:BOYLAT52;scene_harness_not_covered
boywtw|Point|Simplified|1353|31405,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT53,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,31405,1353,Point,Simplified,s52_point_boywtw_simplified_rcid_31405,compiler_missing_point_asset:BOYLAT53;scene_harness_not_covered
boywtw|Point|Simplified|1354|31406,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT52,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,31406,1354,Point,Simplified,s52_point_boywtw_simplified_rcid_31406,compiler_missing_point_asset:BOYLAT52;scene_harness_not_covered
boywtw|Point|Simplified|1355|31407,BOYWTW,partial,ordinary_s57,supplemental_upstream_candidate,106-s52-upstream-supplemental-opencpn-assets,BOYLAT53,missing asset is not defined in the pinned snapshot and is a task-106 supplemental-upstream candidate,31407,1355,Point,Simplified,s52_point_boywtw_simplified_rcid_31407,compiler_missing_point_asset:BOYLAT53;scene_harness_not_covered
